NCRO_1000000	hsa-miR-548f-5
NCRO_1001381	hsa-miR-4699-3p
NCRO_1001382	hsa-miR-7114-5p
NCRO_1001383	hsa-miR-654
NCRO_1001384	hsa-miR-548az-5p
NCRO_1001385	hsa-miR-1180-3p
NCRO_1001386	hsa-miR-548am-5p
NCRO_1001387	hsa-miR-4531
NCRO_1001388	hsa-miR-4426
NCRO_1001389	hsa-miR-521-2
NCRO_1001390	hsa-miR-488-3p
NCRO_1001391	hsa-miR-3929
NCRO_1001392	hsa-miR-3654
NCRO_1001393	hsa-miR-493-3p
NCRO_1001394	hsa-miR-4290
NCRO_1001395	hsa-miR-31-5p
NCRO_1001396	hsa-miR-147a
NCRO_1001397	hsa-miR-549a
NCRO_1001398	hsa-miR-1-5p
NCRO_1001399	hsa-miR-6846-5p
NCRO_1001400	hsa-miR-490-5p
NCRO_1001401	hsa-miR-143-5p
NCRO_1001402	hsa-miR-6731-3p
NCRO_1001403	hsa-miR-4284
NCRO_1001404	hsa-miR-6841
NCRO_1001405	hsa-miR-518a-3p
NCRO_1001406	hsa-miR-6875
NCRO_1001407	hsa-miR-6803-3p
NCRO_1001408	hsa-miR-512-2
NCRO_1001409	hsa-miR-548av
NCRO_1001410	hsa-miR-1271-5p
NCRO_1001411	hsa-miR-4303
NCRO_1001412	hsa-miR-4790
NCRO_1001413	hsa-miR-638
NCRO_1001414	hsa-miR-4705
NCRO_1001415	hsa-miR-519d
NCRO_1001416	hsa-miR-6809-5p
NCRO_1001417	hsa-miR-548ar
NCRO_1001418	hsa-miR-4458
NCRO_1001419	hsa-miR-6070
NCRO_1001420	hsa-miR-4794
NCRO_1001421	hsa-miR-4684
NCRO_1001422	hsa-miR-548ak
NCRO_1001423	hsa-miR-4697
NCRO_1001424	hsa-miR-4734
NCRO_1001425	hsa-miR-4634
NCRO_1001426	hsa-miR-4714
NCRO_1001427	hsa-miR-4529-3p
NCRO_1001428	hsa-miR-885
NCRO_1001429	hsa-miR-6732-5p
NCRO_1001430	hsa-miR-4716
NCRO_1001431	hsa-miR-551b-5p
NCRO_1001432	hsa-miR-4291
NCRO_1001433	hsa-miR-384
NCRO_1001434	hsa-miR-320c-1
NCRO_1001435	hsa-miR-1306-3p
NCRO_1001436	hsa-miR-1180
NCRO_1001437	hsa-miR-6501
NCRO_1001438	hsa-miR-6783-5p
NCRO_1001439	hsa-miR-4417
NCRO_1001440	hsa-miR-3688-2
NCRO_1001441	hsa-miR-6870
NCRO_1001442	hsa-miR-6862-1
NCRO_1001443	hsa-miR-1273g-5p
NCRO_1001444	hsa-miR-758-5p
NCRO_1001445	hsa-miR-5590-3p
NCRO_1001446	hsa-miR-4276
NCRO_1001447	hsa-miR-3159
NCRO_1001448	hsa-miR-215-3p
NCRO_1001449	hsa-miR-183
NCRO_1001450	hsa-miR-7843
NCRO_1001451	hsa-miR-5090
NCRO_1001452	hsa-miR-5092
NCRO_1001453	hsa-miR-3687-1
NCRO_1001454	hsa-miR-4433b
NCRO_1001455	hsa-miR-1260b
NCRO_1001456	hsa-miR-590
NCRO_1001457	hsa-miR-3121-3p
NCRO_1001458	hsa-miR-6741
NCRO_1001459	hsa-miR-509-1
NCRO_1001460	hsa-miR-7106-3p
NCRO_1001461	hsa-miR-4436b-1
NCRO_1001462	hsa-miR-5009
NCRO_1001463	hsa-miR-568
NCRO_1001464	hsa-miR-377-5p
NCRO_1001465	hsa-miR-98-3p
NCRO_1001466	hsa-miR-601
NCRO_1001467	hsa-miR-4477a
NCRO_1001468	hsa-miR-6124
NCRO_1001469	hsa-miR-181a-3p
NCRO_1001470	hsa-miR-378a-3p
NCRO_1001471	hsa-miR-6828
NCRO_1001472	hsa-miR-7641
NCRO_1001473	hsa-miR-7156-3p
NCRO_1001474	hsa-miR-1273c
NCRO_1001475	hsa-miR-4659a
NCRO_1001476	hsa-miR-6715a-3p
NCRO_1001477	hsa-miR-5586-5p
NCRO_1001478	hsa-miR-4791
NCRO_1001479	hsa-miR-639
NCRO_1001480	hsa-miR-500a
NCRO_1001481	hsa-miR-5087
NCRO_1001482	hsa-miR-369-5p
NCRO_1001483	hsa-miR-181a-2-3p
NCRO_1001484	hsa-miR-4761-5p
NCRO_1001485	hsa-miR-4310
NCRO_1001486	hsa-miR-1251
NCRO_1001487	hsa-miR-548y
NCRO_1001488	hsa-miR-637
NCRO_1001489	hsa-miR-4686
NCRO_1001490	hsa-miR-770
NCRO_1001491	hsa-miR-548ar-5p
NCRO_1001492	hsa-miR-4798-5p
NCRO_1001493	hsa-miR-4648
NCRO_1001494	hsa-miR-548ah-3p
NCRO_1001495	hsa-miR-4505
NCRO_1001496	hsa-miR-6831-5p
NCRO_1001497	hsa-miR-541
NCRO_1001498	hsa-miR-1972-2
NCRO_1001499	hsa-miR-5003
NCRO_1001500	hsa-miR-4474-3p
NCRO_1001501	hsa-miR-625
NCRO_1001502	hsa-miR-548ad-3p
NCRO_1001503	hsa-miR-3192-5p
NCRO_1001504	hsa-miR-6828-5p
NCRO_1001505	hsa-miR-6511a-3
NCRO_1001506	hsa-miR-4421
NCRO_1001507	hsa-miR-611
NCRO_1001508	hsa-miR-187-3p
NCRO_1001509	hsa-miR-6884-3p
NCRO_1001510	hsa-miR-4661-5p
NCRO_1001511	hsa-miR-6839-5p
NCRO_1001512	hsa-miR-6511a-4
NCRO_1001513	hsa-miR-5691
NCRO_1001514	hsa-miR-4795
NCRO_1001515	hsa-miR-3928
NCRO_1001516	hsa-miR-96-5p
NCRO_1001517	hsa-miR-3659
NCRO_1001518	hsa-miR-4448
NCRO_1001519	hsa-miR-514b-3p
NCRO_1001520	hsa-miR-4783-5p
NCRO_1001521	hsa-miR-4330
NCRO_1001522	hsa-miR-5088-5p
NCRO_1001523	hsa-miR-203a-3p
NCRO_1001524	hsa-miR-6782
NCRO_1001525	hsa-miR-103a-1
NCRO_1001526	hsa-miR-6878-5p
NCRO_1001527	hsa-miR-4749-3p
NCRO_1001528	hsa-miR-4725-3p
NCRO_1001529	hsa-miR-8070
NCRO_1001530	hsa-miR-421
NCRO_1001531	hsa-miR-4513
NCRO_1001532	hsa-miR-33a-5p
NCRO_1001533	hsa-miR-2115
NCRO_1001534	hsa-miR-6772
NCRO_1001535	hsa-miR-3674
NCRO_1001536	hsa-miR-3162-5p
NCRO_1001537	hsa-miR-1245b-5p
NCRO_1001538	hsa-miR-4737
NCRO_1001539	hsa-miR-6893-3p
NCRO_1001540	hsa-miR-7113
NCRO_1001541	hsa-miR-483-5p
NCRO_1001542	hsa-miR-4289
NCRO_1001543	hsa-miR-4260
NCRO_1001544	hsa-miR-3132
NCRO_1001545	hsa-miR-1912
NCRO_1001546	hsa-miR-3125
NCRO_1001547	hsa-miR-4491
NCRO_1001548	hsa-miR-4693-3p
NCRO_1001549	hsa-miR-488
NCRO_1001550	hsa-miR-92a-1-5p
NCRO_1001551	hsa-miR-30a
NCRO_1001552	hsa-miR-548h-2
NCRO_1001553	hsa-miR-3672
NCRO_1001554	hsa-miR-3170
NCRO_1001555	hsa-miR-6871
NCRO_1001556	hsa-miR-4491
NCRO_1001557	hsa-miR-1322
NCRO_1001558	hsa-miR-6081
NCRO_1001559	hsa-miR-6732
NCRO_1001560	hsa-miR-378c
NCRO_1001561	hsa-miR-638
NCRO_1001562	hsa-miR-3921
NCRO_1001563	hsa-miR-3618
NCRO_1001564	hsa-miR-619-3p
NCRO_1001565	hsa-miR-1271
NCRO_1001566	hsa-miR-876-5p
NCRO_1001567	hsa-miR-548b
NCRO_1001568	hsa-miR-520f
NCRO_1001569	hsa-miR-559
NCRO_1001570	hsa-miR-597
NCRO_1001571	hsa-miR-6511a-5p
NCRO_1001572	hsa-miR-4507
NCRO_1001573	hsa-miR-7847-3p
NCRO_1001574	hsa-miR-369
NCRO_1001575	hsa-miR-3610
NCRO_1001576	hsa-miR-6748-5p
NCRO_1001577	hsa-miR-631
NCRO_1001578	hsa-miR-3138
NCRO_1001579	hsa-miR-641
NCRO_1001580	hsa-miR-3910
NCRO_1001581	hsa-miR-3680-5p
NCRO_1001582	hsa-miR-4281
NCRO_1001583	hsa-miR-3978
NCRO_1001584	hsa-miR-6716-3p
NCRO_1001585	hsa-miR-3124-3p
NCRO_1001586	hsa-miR-30b-3p
NCRO_1001587	hsa-miR-504-3p
NCRO_1001588	hsa-miR-4288
NCRO_1001589	hsa-miR-4278
NCRO_1001590	hsa-miR-548f-3
NCRO_1001591	hsa-miR-3665
NCRO_1001592	hsa-miR-4433a-3p
NCRO_1001593	hsa-miR-8073
NCRO_1001594	hsa-miR-1287-3p
NCRO_1001595	hsa-miR-1248
NCRO_1001596	hsa-miR-675-5p
NCRO_1001597	hsa-miR-6503
NCRO_1001598	hsa-miR-4523
NCRO_1001599	hsa-miR-4748
NCRO_1001600	hsa-miR-1234-3p
NCRO_1001601	hsa-miR-4476
NCRO_1001602	hsa-miR-508
NCRO_1001603	hsa-miR-663b
NCRO_1001604	hsa-miR-4804-3p
NCRO_1001605	hsa-miR-224
NCRO_1001606	hsa-miR-6758-5p
NCRO_1001607	hsa-miR-4791
NCRO_1001608	hsa-miR-6731-5p
NCRO_1001609	hsa-miR-3162-3p
NCRO_1001610	hsa-miR-6843
NCRO_1001611	hsa-miR-3119
NCRO_1001612	hsa-miR-6805-3p
NCRO_1001613	hsa-miR-8071
NCRO_1001614	hsa-miR-4659a-5p
NCRO_1001615	hsa-miR-3620-3p
NCRO_1001616	hsa-miR-211-3p
NCRO_1001617	hsa-miR-4678
NCRO_1001618	hsa-miR-6846-3p
NCRO_1001619	hsa-miR-589-3p
NCRO_1001620	hsa-miR-603
NCRO_1001621	hsa-miR-3689e
NCRO_1001622	hsa-miR-4434
NCRO_1001623	hsa-miR-502-5p
NCRO_1001624	hsa-miR-5006-3p
NCRO_1001625	hsa-miR-4438
NCRO_1001626	hsa-miR-324-5p
NCRO_1001627	hsa-miR-6781-5p
NCRO_1001628	hsa-miR-3116-1
NCRO_1001629	hsa-miR-627
NCRO_1001630	hsa-miR-1323
NCRO_1001631	hsa-miR-569
NCRO_1001632	hsa-miR-483
NCRO_1001633	hsa-miR-1324
NCRO_1001634	hsa-miR-4460
NCRO_1001635	hsa-miR-4485-5p
NCRO_1001636	hsa-miR-4275
NCRO_1001637	hsa-miR-4464
NCRO_1001638	hsa-miR-5684
NCRO_1001639	hsa-miR-4704-3p
NCRO_1001640	hsa-miR-301a
NCRO_1001641	hsa-miR-3689a-3p
NCRO_1001642	hsa-miR-548az
NCRO_1001643	hsa-miR-1471
NCRO_1001644	hsa-miR-4315
NCRO_1001645	hsa-miR-4270
NCRO_1001646	hsa-miR-412-5p
NCRO_1001647	hsa-miR-3670
NCRO_1001648	hsa-miR-1291
NCRO_1001649	hsa-miR-4689
NCRO_1001650	hsa-miR-7159
NCRO_1001651	hsa-miR-3191
NCRO_1001652	hsa-miR-4777-3p
NCRO_1001653	hsa-miR-6840
NCRO_1001654	hsa-miR-515-1
NCRO_1001655	hsa-miR-500b
NCRO_1001656	hsa-miR-6785-3p
NCRO_1001657	hsa-miR-6804
NCRO_1001658	hsa-miR-15a-5p
NCRO_1001659	hsa-miR-4441
NCRO_1001660	hsa-miR-4515
NCRO_1001661	hsa-miR-7852
NCRO_1001662	hsa-miR-2277-5p
NCRO_1001663	hsa-miR-3611
NCRO_1001664	hsa-miR-4724-5p
NCRO_1001665	hsa-miR-8079
NCRO_1001666	hsa-miR-6855
NCRO_1001667	hsa-miR-5696
NCRO_1001668	hsa-miR-548ao-5p
NCRO_1001669	hsa-miR-320b-1
NCRO_1001670	hsa-miR-1260a
NCRO_1001671	hsa-miR-5193
NCRO_1001672	hsa-miR-3605-3p
NCRO_1001673	hsa-miR-126-3p
NCRO_1001674	hsa-miR-4758-3p
NCRO_1001675	hsa-miR-7154
NCRO_1001676	hsa-miR-6779-5p
NCRO_1001677	hsa-miR-4722-3p
NCRO_1001678	hsa-miR-200b-3p
NCRO_1001679	hsa-miR-4264
NCRO_1001680	hsa-miR-4252
NCRO_1001681	hsa-miR-3149
NCRO_1001682	hsa-miR-708-5p
NCRO_1001683	hsa-miR-3675-5p
NCRO_1001684	hsa-miR-363-3p
NCRO_1001685	hsa-miR-3074-3p
NCRO_1001686	hsa-miR-1255b-5p
NCRO_1001687	hsa-miR-548n
NCRO_1001688	hsa-miR-1257
NCRO_1001689	hsa-miR-1202
NCRO_1001690	hsa-miR-942
NCRO_1001691	hsa-miR-548au-5p
NCRO_1001692	hsa-miR-3911
NCRO_1001693	hsa-miR-6723-5p
NCRO_1001694	hsa-miR-105-1
NCRO_1001695	hsa-miR-1269a
NCRO_1001696	hsa-miR-3117-5p
NCRO_1001697	hsa-miR-4699
NCRO_1001698	hsa-miR-525-3p
NCRO_1001699	hsa-miR-526a-2
NCRO_1001700	hsa-miR-4786-5p
NCRO_1001701	hsa-miR-1294
NCRO_1001702	hsa-miR-888
NCRO_1001703	hsa-miR-6762
NCRO_1001704	hsa-miR-8065
NCRO_1001705	hsa-miR-3165
NCRO_1001706	hsa-miR-433-3p
NCRO_1001707	hsa-miR-1252
NCRO_1001708	hsa-miR-548as-3p
NCRO_1001709	hsa-miR-622
NCRO_1001710	hsa-miR-582
NCRO_1001711	hsa-miR-8071-2
NCRO_1001712	hsa-miR-3146
NCRO_1001713	hsa-miR-4490
NCRO_1001714	hsa-miR-6885-3p
NCRO_1001715	hsa-miR-145
NCRO_1001716	hsa-miR-4448
NCRO_1001717	hsa-miR-671-3p
NCRO_1001718	hsa-miR-520e
NCRO_1001719	hsa-miR-548bb
NCRO_1001720	hsa-miR-4419a
NCRO_1001721	hsa-miR-4639-5p
NCRO_1001722	hsa-miR-655
NCRO_1001723	hsa-miR-7977
NCRO_1001724	hsa-miR-4473
NCRO_1001725	hsa-miR-4762-5p
NCRO_1001726	hsa-miR-5007-3p
NCRO_1001727	hsa-miR-4510
NCRO_1001728	hsa-miR-4759
NCRO_1001729	hsa-miR-1207
NCRO_1001730	hsa-miR-6861-3p
NCRO_1001731	hsa-miR-198
NCRO_1001732	hsa-miR-6127
NCRO_1001733	hsa-miR-5187-5p
NCRO_1001734	hsa-miR-4257
NCRO_1001735	hsa-miR-6764-3p
NCRO_1001736	hsa-miR-4323
NCRO_1001737	hsa-miR-500a-3p
NCRO_1001738	hsa-miR-588
NCRO_1001739	hsa-miR-4665-5p
NCRO_1001740	hsa-miR-1253
NCRO_1001741	hsa-miR-449c
NCRO_1001742	hsa-miR-668-5p
NCRO_1001743	hsa-miR-4539
NCRO_1001744	hsa-miR-576-3p
NCRO_1001745	hsa-miR-7109
NCRO_1001746	hsa-miR-532-3p
NCRO_1001747	hsa-miR-330-3p
NCRO_1001748	hsa-miR-589-5p
NCRO_1001749	hsa-miR-3155a
NCRO_1001750	hsa-miR-3913-2
NCRO_1001751	hsa-miR-6797-5p
NCRO_1001752	hsa-miR-451b
NCRO_1001753	hsa-miR-548ag
NCRO_1001754	hsa-miR-520g
NCRO_1001755	hsa-miR-190b
NCRO_1001756	hsa-miR-6791-5p
NCRO_1001757	hsa-miR-6845-3p
NCRO_1001758	hsa-miR-4300
NCRO_1001759	hsa-miR-2054
NCRO_1001760	hsa-miR-5698
NCRO_1001761	hsa-miR-548t
NCRO_1001762	hsa-miR-3622a-5p
NCRO_1001763	hsa-miR-3975
NCRO_1001764	hsa-miR-4251
NCRO_1001765	hsa-miR-4707-5p
NCRO_1001766	hsa-miR-1285-3p
NCRO_1001767	hsa-miR-3158-1
NCRO_1001768	hsa-miR-4724-3p
NCRO_1001769	hsa-miR-4428
NCRO_1001770	hsa-miR-499a
NCRO_1001771	hsa-miR-557
NCRO_1001772	hsa-miR-7-1
NCRO_1001773	hsa-miR-4644
NCRO_1001774	hsa-miR-382
NCRO_1001775	hsa-miR-6085
NCRO_1001776	hsa-miR-8066
NCRO_1001777	hsa-miR-323a-5p
NCRO_1001778	hsa-miR-296-3p
NCRO_1001779	hsa-miR-1244-4
NCRO_1001780	hsa-miR-6786-5p
NCRO_1001781	hsa-miR-661
NCRO_1001782	hsa-miR-320c
NCRO_1001783	hsa-miR-133a-3p
NCRO_1001784	hsa-miR-3909
NCRO_1001785	hsa-miR-513b
NCRO_1001786	hsa-miR-516a-2
NCRO_1001787	hsa-miR-105-3p
NCRO_1001788	hsa-miR-6753
NCRO_1001789	hsa-miR-6715b
NCRO_1001790	hsa-miR-6715b-5p
NCRO_1001791	hsa-miR-6068
NCRO_1001792	hsa-miR-6746
NCRO_1001793	hsa-miR-6070
NCRO_1001794	hsa-miR-6821
NCRO_1001795	hsa-miR-548d-1
NCRO_1001796	hsa-miR-767
NCRO_1001797	hsa-miR-181b-3p
NCRO_1001798	hsa-miR-548t-5p
NCRO_1001799	hsa-miR-6800-5p
NCRO_1001800	hsa-miR-8061
NCRO_1001801	hsa-miR-1199
NCRO_1001802	hsa-miR-3121-5p
NCRO_1001803	hsa-miR-338-5p
NCRO_1001804	hsa-miR-511
NCRO_1001805	hsa-miR-5694
NCRO_1001806	hsa-miR-517b
NCRO_1001807	hsa-miR-505-5p
NCRO_1001808	hsa-miR-548o-2
NCRO_1001809	hsa-miR-4466
NCRO_1001810	hsa-miR-1262
NCRO_1001811	hsa-miR-647
NCRO_1001812	hsa-miR-1295a
NCRO_1001813	hsa-miR-1199-3p
NCRO_1001814	hsa-miR-885-5p
NCRO_1001815	hsa-miR-7111-5p
NCRO_1001816	hsa-miR-3690-1
NCRO_1001817	hsa-miR-8084
NCRO_1001818	hsa-miR-516b-5p
NCRO_1001819	hsa-miR-548ah
NCRO_1001820	hsa-miR-300
NCRO_1001821	hsa-miR-4291
NCRO_1001822	hsa-miR-559
NCRO_1001823	hsa-miR-142
NCRO_1001824	hsa-miR-6746-3p
NCRO_1001825	hsa-miR-4519
NCRO_1001826	hsa-miR-6778-5p
NCRO_1001827	hsa-miR-151b
NCRO_1001828	hsa-miR-548h-3
NCRO_1001829	hsa-miR-181d-3p
NCRO_1001830	hsa-miR-8061
NCRO_1001831	hsa-miR-3145
NCRO_1001832	hsa-miR-4443
NCRO_1001833	hsa-miR-4500
NCRO_1001834	hsa-miR-208b-5p
NCRO_1001835	hsa-miR-4296
NCRO_1001836	hsa-miR-6511a-3p
NCRO_1001837	hsa-miR-3194
NCRO_1001838	hsa-miR-150
NCRO_1001839	hsa-miR-8069-1
NCRO_1001840	hsa-miR-20a-5p
NCRO_1001841	hsa-miR-4452
NCRO_1001842	hsa-miR-519a-5p
NCRO_1001843	hsa-miR-3929
NCRO_1001844	hsa-miR-3654
NCRO_1001845	hsa-miR-149-3p
NCRO_1001846	hsa-miR-19a
NCRO_1001847	hsa-miR-548i-2
NCRO_1001848	hsa-miR-3689b
NCRO_1001849	hsa-miR-519b-3p
NCRO_1001850	hsa-miR-142-3p
NCRO_1001851	hsa-miR-4742
NCRO_1001852	hsa-miR-4800
NCRO_1001853	hsa-miR-6731
NCRO_1001854	hsa-miR-3936
NCRO_1001855	hsa-miR-4490
NCRO_1001856	hsa-miR-3201
NCRO_1001857	hsa-miR-4420
NCRO_1001858	hsa-miR-3173-3p
NCRO_1001859	hsa-miR-6851-3p
NCRO_1001860	hsa-miR-4494
NCRO_1001861	hsa-miR-1238
NCRO_1001862	hsa-miR-3941
NCRO_1001863	hsa-miR-330-5p
NCRO_1001864	hsa-miR-2276-5p
NCRO_1001865	hsa-miR-5188
NCRO_1001866	hsa-miR-6789-5p
NCRO_1001867	hsa-miR-4677
NCRO_1001868	hsa-miR-26a-2-3p
NCRO_1001869	hsa-miR-1302-1
NCRO_1001870	hsa-miR-206
NCRO_1001871	hsa-miR-3187
NCRO_1001872	hsa-miR-532
NCRO_1001873	hsa-miR-1470
NCRO_1001874	hsa-miR-8058
NCRO_1001875	hsa-miR-5582-5p
NCRO_1001876	hsa-miR-6818-3p
NCRO_1001877	hsa-miR-7107
NCRO_1001878	hsa-miR-27a-3p
NCRO_1001879	hsa-miR-6822
NCRO_1001880	hsa-miR-3185
NCRO_1001881	hsa-miR-5010-3p
NCRO_1001882	hsa-miR-4453
NCRO_1001883	hsa-miR-302e
NCRO_1001884	hsa-miR-4475
NCRO_1001885	hsa-miR-6716-5p
NCRO_1001886	hsa-miR-3651
NCRO_1001887	hsa-miR-4274
NCRO_1001888	hsa-miR-548aj-5p
NCRO_1001889	hsa-miR-1282
NCRO_1001890	hsa-miR-3189
NCRO_1001891	hsa-miR-6718
NCRO_1001892	hsa-miR-192-5p
NCRO_1001893	hsa-miR-3159
NCRO_1001894	hsa-miR-3126-3p
NCRO_1001895	hsa-miR-5584-5p
NCRO_1001896	hsa-miR-933
NCRO_1001897	hsa-miR-548an
NCRO_1001898	hsa-miR-4436b-5p
NCRO_1001899	hsa-miR-663a
NCRO_1001900	hsa-miR-4329
NCRO_1001901	hsa-miR-604
NCRO_1001902	hsa-miR-6866
NCRO_1001903	hsa-miR-6754-5p
NCRO_1001904	hsa-miR-3145-3p
NCRO_1001905	hsa-miR-3118-2
NCRO_1001906	hsa-miR-204
NCRO_1001907	hsa-miR-1296
NCRO_1001908	hsa-miR-6756
NCRO_1001909	hsa-miR-6792
NCRO_1001910	hsa-miR-485-5p
NCRO_1001911	hsa-miR-412
NCRO_1001912	hsa-miR-186
NCRO_1001913	hsa-miR-365b-3p
NCRO_1001914	hsa-miR-4678
NCRO_1001915	hsa-miR-610
NCRO_1001916	hsa-miR-196a-3p
NCRO_1001917	hsa-miR-3139
NCRO_1001918	hsa-miR-6865
NCRO_1001919	hsa-miR-548g-3p
NCRO_1001920	hsa-miR-1237-3p
NCRO_1001921	hsa-miR-5585
NCRO_1001922	hsa-miR-5585-3p
NCRO_1001923	hsa-miR-4282
NCRO_1001924	hsa-miR-4283
NCRO_1001925	hsa-miR-142-5p
NCRO_1001926	hsa-miR-3120-3p
NCRO_1001927	hsa-miR-1256
NCRO_1001928	hsa-miR-6084
NCRO_1001929	hsa-miR-4666b
NCRO_1001930	hsa-miR-216b
NCRO_1001931	hsa-miR-4685-3p
NCRO_1001932	hsa-miR-1910
NCRO_1001933	hsa-miR-495-3p
NCRO_1001934	hsa-miR-3944-3p
NCRO_1001935	hsa-miR-6069
NCRO_1001936	hsa-miR-5688
NCRO_1001937	hsa-miR-3152
NCRO_1001938	hsa-miR-4507
NCRO_1001939	hsa-miR-1537-3p
NCRO_1001940	hsa-miR-411
NCRO_1001941	hsa-miR-6515
NCRO_1001942	hsa-miR-6873
NCRO_1001943	hsa-miR-520g-5p
NCRO_1001944	hsa-miR-523-3p
NCRO_1001945	hsa-miR-302f
NCRO_1001946	hsa-miR-4999-3p
NCRO_1001947	hsa-miR-1265
NCRO_1001948	hsa-miR-1251-3p
NCRO_1001949	hsa-miR-6774-3p
NCRO_1001950	hsa-miR-548ba
NCRO_1001951	hsa-miR-597-3p
NCRO_1001952	hsa-miR-4487
NCRO_1001953	hsa-miR-4722
NCRO_1001954	hsa-miR-1264
NCRO_1001955	hsa-miR-4728-5p
NCRO_1001956	hsa-miR-378a-5p
NCRO_1001957	hsa-miR-7515
NCRO_1001958	hsa-miR-4675
NCRO_1001959	hsa-miR-374a
NCRO_1001960	hsa-miR-875-3p
NCRO_1001961	hsa-miR-1255a
NCRO_1001962	hsa-miR-4665
NCRO_1001963	hsa-miR-7108-5p
NCRO_1001964	hsa-miR-548av-3p
NCRO_1001965	hsa-miR-5583-5p
NCRO_1001966	hsa-miR-519c
NCRO_1001967	hsa-miR-15a
NCRO_1001968	hsa-miR-548n
NCRO_1001969	hsa-miR-4647
NCRO_1001970	hsa-miR-3124-5p
NCRO_1001971	hsa-miR-576
NCRO_1001972	hsa-miR-6770-5p
NCRO_1001973	hsa-miR-1270
NCRO_1001974	hsa-miR-4424
NCRO_1001975	hsa-miR-4508
NCRO_1001976	hsa-miR-6830-3p
NCRO_1001977	hsa-miR-5706
NCRO_1001978	hsa-miR-548ar-3p
NCRO_1001979	hsa-miR-4671-5p
NCRO_1001980	hsa-miR-941-4
NCRO_1001981	hsa-miR-651-3p
NCRO_1001982	hsa-miR-4747-3p
NCRO_1001983	hsa-miR-942-3p
NCRO_1001984	hsa-miR-4523
NCRO_1001985	hsa-miR-548j-3p
NCRO_1001986	hsa-miR-181c-3p
NCRO_1001987	hsa-miR-6836
NCRO_1001988	hsa-miR-3622a-3p
NCRO_1001989	hsa-miR-1199-5p
NCRO_1001990	hsa-miR-3612
NCRO_1001991	hsa-miR-1265
NCRO_1001992	hsa-miR-6077
NCRO_1001993	hsa-miR-124-2
NCRO_1001994	hsa-miR-6883
NCRO_1001995	hsa-miR-129-1
NCRO_1001996	hsa-miR-4667-3p
NCRO_1001997	hsa-miR-10b
NCRO_1001998	hsa-miR-5699
NCRO_1001999	hsa-miR-8485
NCRO_1002000	hsa-miR-1304
NCRO_1002001	hsa-miR-526b-5p
NCRO_1002002	hsa-miR-4789-5p
NCRO_1002003	hsa-miR-6864-5p
NCRO_1002004	hsa-miR-548ac
NCRO_1002005	hsa-miR-6895-5p
NCRO_1002006	hsa-miR-3156-3
NCRO_1002007	hsa-miR-6803
NCRO_1002008	hsa-miR-1254-2
NCRO_1002009	hsa-miR-503
NCRO_1002010	hsa-miR-6799-3p
NCRO_1002011	hsa-miR-3678-5p
NCRO_1002012	hsa-miR-6750-3p
NCRO_1002013	hsa-miR-124-5p
NCRO_1002014	hsa-miR-4281
NCRO_1002015	hsa-miR-5579-5p
NCRO_1002016	hsa-miR-4450
NCRO_1002017	hsa-miR-6741-3p
NCRO_1002018	hsa-miR-6078
NCRO_1002019	hsa-miR-548am
NCRO_1002020	hsa-miR-1276
NCRO_1002021	hsa-miR-196a-2
NCRO_1002022	hsa-miR-20b-5p
NCRO_1002023	hsa-miR-548q
NCRO_1002024	hsa-miR-3714
NCRO_1002025	hsa-miR-4419a
NCRO_1002026	hsa-miR-92b-3p
NCRO_1002027	hsa-miR-4778
NCRO_1002028	hsa-miR-5692a-2
NCRO_1002029	hsa-miR-5699-5p
NCRO_1002030	hsa-miR-6085
NCRO_1002031	hsa-miR-3131
NCRO_1002032	hsa-miR-5693
NCRO_1002033	hsa-miR-1307-5p
NCRO_1002034	hsa-miR-7158
NCRO_1002035	hsa-miR-3128
NCRO_1002036	hsa-miR-4774-5p
NCRO_1002037	hsa-miR-16-5p
NCRO_1002038	hsa-miR-6749-5p
NCRO_1002039	hsa-miR-5588
NCRO_1002040	hsa-miR-4742-3p
NCRO_1002041	hsa-miR-516a-1
NCRO_1002042	hsa-miR-4689
NCRO_1002043	hsa-miR-6877-5p
NCRO_1002044	hsa-miR-3689c
NCRO_1002045	hsa-miR-548o
NCRO_1002046	hsa-miR-4442
NCRO_1002047	hsa-miR-4262
NCRO_1002048	hsa-miR-4315-2
NCRO_1002049	hsa-miR-4433b-3p
NCRO_1002050	hsa-miR-4324
NCRO_1002051	hsa-miR-759
NCRO_1002052	hsa-miR-5572
NCRO_1002053	hsa-miR-2467-3p
NCRO_1002054	hsa-miR-6500
NCRO_1002055	hsa-miR-6793-3p
NCRO_1002056	hsa-miR-296-5p
NCRO_1002057	hsa-miR-1297
NCRO_1002058	hsa-miR-6516-5p
NCRO_1002059	hsa-miR-5010-5p
NCRO_1002060	hsa-miR-6766-3p
NCRO_1002061	hsa-miR-7112
NCRO_1002062	hsa-miR-625-3p
NCRO_1002063	hsa-miR-31-3p
NCRO_1002064	hsa-miR-634
NCRO_1002065	hsa-miR-384
NCRO_1002066	hsa-miR-450a-1-3p
NCRO_1002067	hsa-miR-3652
NCRO_1002068	hsa-miR-451a
NCRO_1002069	hsa-miR-4330
NCRO_1002070	hsa-miR-3659
NCRO_1002071	hsa-miR-548f-5p
NCRO_1002072	hsa-miR-4740
NCRO_1002073	hsa-miR-548h-3p
NCRO_1002074	hsa-miR-513c-3p
